id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
5560,I,1.1375,0.8375,0.3125,13.664459,6.81805475,2.891649,4.3941725,8.0
5561,F,1.4,1.125,0.375,28.67551925,12.3320325,7.04485075,8.334753,13.0
5562,I,1.4,1.125,0.3,28.91649,12.246984,6.08096775,7.37087,10.0
5563,F,1.7,1.3125,0.45,50.6605565,22.35358075,11.566596,12.20445975,12.0
5564,F,1.5875,1.275,0.4625,43.50230775,17.349894,9.39785925,11.623295,10.0
5565,M,1.55,1.1875,0.4875,33.1972645,14.685041,6.78970525,10.77281,8.0
5566,I,0.625,0.475,0.1625,2.8632995,1.17650425,0.43941725,0.75126175,5.0
5567,F,1.4375,1.125,0.3625,24.9192105,12.34620725,4.46504625,6.87475375,10.0
5568,M,1.475,1.175,0.4,30.0221205,10.64523725,6.13766675,9.07184,18.0
5569,F,1.425,1.1,0.3875,26.2232875,11.453198,6.6054335,7.2291225,10.0
5570,I,1.2125,0.9625,0.3375,17.76096175,8.09378225,3.67126025,5.08873525,9.0
5571,M,1.7,1.375,0.45,43.0628905,19.6462035,12.47378,11.3398,10.0
5572,F,1.2875,1.0,0.4,24.323871,8.00873375,6.08096775,8.221355,11.0
5573,I,1.3,1.0,0.2875,18.6256215,8.63242275,3.6570855,4.7343665,7.0
5574,F,1.2875,1.0,0.325,17.5483405,7.087375,3.95475525,5.2446575,9.0
5575,M,1.75,1.3375,0.4625,45.5576465,20.53921275,9.53960675,14.0330025,12.0
5576,M,1.4375,1.125,0.325,23.51591025,9.468733,5.71242425,6.80388,9.0
5577,I,1.1,0.875,0.225,11.5382465,4.9044635,2.08368825,3.685435,7.0
5578,I,1.2875,1.0,0.3125,19.80212575,9.8372765,3.89805625,5.0745605,8.0
5579,I,1.175,0.9125,0.3,15.03940975,7.41339425,2.70737725,3.6570855,7.0
5580,M,1.8,1.375,0.5375,56.075311,21.262125,11.566596,19.4194075,22.0
5581,F,1.5125,1.1875,0.4125,33.89182725,13.947954,7.64019025,9.19941275,12.0
5582,M,1.3875,1.0625,0.3625,23.6718325,9.19941275,4.8477645,7.5126175,10.0
5583,M,1.65,1.3375,0.5,45.529297,16.3576615,7.64019025,14.0330025,15.0
5584,F,1.65,1.3125,0.45,43.21881275,14.855138,9.185238,12.190285,16.0
5585,I,0.5125,0.325,0.1125,1.304077,0.43941725,0.1984465,0.1984465,4.0
5586,I,1.625,1.2375,0.4,34.31706975,15.592225,8.54737425,9.4970825,11.0
5587,F,1.725,1.35,0.5,47.18774275,20.14231975,10.149121,16.59863225,8.0
5588,M,1.1,0.875,0.3125,13.56523575,5.37223025,2.96252275,4.53592,11.0
5589,M,1.2,0.925,0.3,15.74814725,6.633783,3.7137845,4.6776675,9.0
5590,F,1.4625,1.175,0.4125,32.16250775,14.4865945,6.9456275,8.3631025,10.0
5591,M,1.2875,0.9625,0.325,17.7184375,8.0796075,3.3735905,5.2446575,10.0
5592,F,1.4375,1.1,0.375,24.62154075,10.9145575,4.4508715,6.520385,10.0
5593,M,1.4,1.1,0.4,25.0326085,11.736693,5.93922025,7.37087,10.0
5594,F,1.6875,1.3125,0.4375,42.48172575,15.592225,10.886208,10.9145575,14.0
5595,F,1.2625,0.9625,0.3125,17.84601025,7.64019025,4.03980375,4.819415,9.0
5596,M,1.6,1.275,0.3875,33.5374585,14.0897015,7.47009325,9.128539,10.0
5597,I,0.8875,0.675,0.225,6.0384435,2.721552,1.68679525,1.984465,7.0
5598,M,1.5125,1.2375,0.4,29.44095575,12.47378,6.25106475,9.7805775,10.0
5599,F,1.6125,1.25,0.4375,36.61337925,16.612807,8.164656,10.489315,9.0
5600,F,1.3,1.0,0.375,18.27125275,7.0590255,4.2240755,5.953395,12.0
5601,F,1.575,1.25,0.4375,39.179009,18.313777,9.015141,10.489315,12.0
5602,F,1.6625,1.35,0.4875,43.1195895,20.97863,9.96484925,11.226402,12.0
5603,F,1.725,1.3625,0.4625,49.34230475,18.3421265,9.128539,16.5844575,14.0
5604,M,1.55,1.2125,0.4125,37.43551475,17.08057375,9.28446125,10.6310625,11.0
5605,F,1.4,1.125,0.4,25.0326085,9.36950975,5.71242425,7.37087,11.0
5606,I,1.4,1.05,0.3625,20.25571775,7.98038425,4.5075705,6.6621325,12.0
5607,I,0.9125,0.675,0.2,5.556502,2.551455,1.11980525,1.814368,6.0
5608,F,1.25,1.0,0.325,20.70930975,9.70970375,4.63514325,5.5281525,7.0
5609,I,1.0,0.725,0.2375,7.78193775,3.98310475,1.7293195,2.324659,7.0
5610,M,1.375,1.075,0.375,20.96445525,9.6104805,3.86970675,6.0951425,10.0
5611,I,0.85,0.675,0.2125,5.5848515,2.65067825,1.09145575,1.8427175,6.0
5612,I,1.05,0.8,0.25,8.06543275,3.2601925,1.74349425,2.6932025,7.0
5613,I,0.8,0.575,0.1875,4.86193925,1.7860185,0.97805775,1.2757275,6.0
5614,F,1.3875,1.0875,0.35,24.834162,12.26115875,4.97533725,5.23048275,10.0
5615,I,1.25,0.925,0.2875,16.9246515,8.34892775,2.664853,4.43669675,10.0
5616,M,1.5625,1.3,0.375,32.6302745,13.93377925,6.973977,7.93786,11.0
5617,I,0.8875,0.7125,0.225,7.10154975,3.24601775,1.871067,2.1262125,6.0
5618,M,1.5,1.175,0.3875,27.0170735,10.2341695,6.33611325,9.4970825,11.0
5619,F,1.4875,1.1375,0.375,28.4912475,12.813974,6.87475375,7.93786,9.0
5620,I,1.0125,0.7625,0.2375,8.17883075,4.252425,1.6159215,2.494756,6.0
5621,I,1.25,1.0,0.3625,20.87940675,7.087375,3.912231,7.5126175,21.0
5622,M,1.5,1.175,0.4125,27.612413,12.643877,5.329706,8.6465975,13.0
5623,M,1.7,1.3125,0.45,42.297454,20.36911575,8.66077225,10.489315,10.0
5624,I,1.4875,1.025,0.35,26.194938,10.149121,5.556502,8.50485,10.0
5625,M,1.325,1.0375,0.325,18.86659225,7.7961125,4.8477645,5.8116475,11.0
5626,F,1.3625,1.0875,0.3875,24.30969625,10.5743635,5.216308,6.50621025,8.0
5627,M,1.6125,1.2875,0.5,41.4753185,18.63979625,8.83086925,12.2186345,15.0
5628,F,1.5,1.25,0.45,32.034935,12.94154675,7.257472,10.84368375,18.0
5629,M,1.4875,1.2375,0.425,31.2694985,15.025235,6.747181,8.9300925,10.0
5630,M,1.575,1.2125,0.4,31.2694985,15.592225,8.32057825,8.0796075,8.0
5631,I,0.8875,0.65,0.25,6.39281225,3.118445,1.304077,2.02698925,8.0
5632,M,1.3875,1.075,0.4125,27.22969475,9.68135425,5.499803,9.922325,20.0
5633,F,1.4625,1.125,0.3875,31.31202275,15.83319575,6.293589,7.087375,9.0
5634,I,0.7625,0.5625,0.175,3.21766825,1.68679525,0.8788345,0.89300925,6.0
5635,I,1.075,0.85,0.3125,11.55242125,5.74077375,2.87747425,3.685435,8.0
5636,I,1.2,0.95,0.2875,14.7133905,6.76135575,3.04757125,4.9611625,9.0
5637,I,0.9,0.675,0.225,5.82582225,2.1262125,0.94970825,1.757669,9.0
5638,I,0.9,0.7375,0.25,7.78193775,3.44446425,1.17650425,2.4097075,7.0
5639,I,0.6375,0.475,0.175,2.45223175,0.97805775,0.38271825,0.7087375,3.0
5640,M,1.325,1.0375,0.35,21.659018,9.015141,4.52174525,6.066793,12.0
5641,M,1.575,1.2375,0.4375,33.849303,12.99824575,8.164656,10.489315,12.0
5642,M,1.4375,1.1625,0.3875,26.63435525,12.34620725,5.71242425,6.520385,9.0
5643,M,1.525,1.2,0.4125,30.43318825,12.57300325,6.917278,8.50485,9.0
5644,F,1.375,1.0375,0.325,20.14231975,8.50485,4.15320175,6.6054335,12.0
5645,M,1.525,1.2125,0.375,28.066005,12.00601325,6.22271525,8.6465975,10.0
5646,I,1.2125,0.9125,0.3125,16.76872925,8.164656,3.98310475,3.98310475,7.0
5647,M,1.625,1.2375,0.4375,36.967748,17.08057375,8.43397625,10.0640725,13.0
5648,M,1.3125,1.0375,0.3375,21.55979475,9.70970375,4.819415,5.5281525,8.0
5649,F,1.5625,1.225,0.425,32.6302745,12.47378,9.07184,10.3475675,14.0
5650,M,1.525,1.2,0.4,30.900955,13.11164375,6.27941425,9.63883,9.0
5651,F,1.2125,1.0125,0.3,21.41804725,8.7032965,4.309124,5.953395,9.0
5652,F,1.6125,1.2625,0.475,42.297454,16.68368075,8.03708325,13.60776,20.0
5653,M,1.5,1.125,0.375,26.988724,10.4609655,5.11708475,8.06543275,9.0
5654,M,1.6375,1.2875,0.5,45.245802,20.0430965,9.695529,11.12717875,13.0
5655,M,1.3375,1.125,0.375,26.2232875,10.87203325,4.97533725,8.3631025,11.0
5656,F,1.6,1.225,0.4125,35.4652245,16.726205,8.23552975,8.97261675,9.0
5657,I,1.1125,0.8625,0.2625,10.716111,4.74854125,2.2963095,3.3168915,9.0
5658,F,1.4375,1.1125,0.3875,25.7129965,13.62193475,5.57067675,6.520385,12.0
5659,M,1.6,1.3125,0.475,37.74735925,17.463292,7.35669525,13.60776,19.0
5660,I,1.075,0.8375,0.2625,10.4609655,4.74854125,2.16873675,3.40194,7.0
5661,M,1.1625,0.875,0.2625,14.571643,5.6699,3.41611475,4.9611625,10.0
5662,F,1.5125,1.1875,0.375,27.37144225,11.75086775,5.6699,8.9300925,12.0
5663,I,1.1,0.825,0.25,10.6877615,4.32329875,1.814368,2.9766975,7.0
5664,I,1.4625,1.1375,0.425,27.68328675,12.757275,7.78193775,8.0796075,10.0
5665,I,0.7875,0.5875,0.2125,4.20990075,1.984465,1.06310625,1.20485375,7.0
5666,M,1.3375,1.075,0.4375,22.75047375,7.55514175,4.86193925,8.3631025,21.0
5667,F,1.35,1.075,0.3375,20.3265915,9.5537815,4.03980375,6.0951425,10.0
5668,I,0.7875,0.625,0.2,4.09650275,1.88524175,0.86465975,1.417475,6.0
5669,M,1.6375,1.4625,0.4625,51.8512355,22.5945515,12.94154675,13.437663,11.0
5670,F,1.5125,1.1875,0.3875,29.7386255,12.6155275,6.2652395,8.6465975,10.0
5671,F,1.4375,1.125,0.3625,27.76833525,11.169703,5.59902625,6.93145275,13.0
5672,F,1.6375,1.375,0.4625,49.90929475,21.89998875,9.53960675,12.82814875,10.0
5673,I,0.9,0.6625,0.1875,5.82582225,1.65844575,1.0489315,1.417475,7.0
5674,F,1.5125,1.175,0.475,33.12639075,13.65028425,6.98815175,9.2135875,10.0
5675,M,1.5125,1.225,0.3875,28.2644515,11.8217415,7.35669525,8.221355,12.0
5676,F,1.5875,1.2125,0.4375,32.98464325,13.9196045,6.917278,10.0640725,9.0
5677,I,0.875,0.625,0.2125,6.917278,3.3168915,1.51669825,1.984465,6.0
5678,F,1.4625,1.15,0.425,30.03629525,13.42348825,6.80388,7.5126175,10.0
5679,I,0.875,0.6625,0.225,5.59902625,2.19708625,0.963883,1.8427175,6.0
5680,I,1.35,1.0375,0.3875,21.829115,9.07184,5.5281525,7.087375,12.0
5681,I,1.1875,0.9125,0.2875,14.81261375,7.654365,2.82077525,3.21766825,8.0
5682,M,1.4125,1.075,0.35,24.1821235,12.927372,4.706017,6.9456275,9.0
5683,M,1.55,1.2,0.425,30.957654,13.93377925,6.16601625,9.63883,10.0
5684,I,1.3125,1.025,0.3625,21.8007655,9.25611175,4.479221,5.6699,11.0
5685,M,1.3375,1.05,0.325,19.4761065,10.6877615,3.8838815,5.00368675,8.0
5686,M,1.475,1.1,0.3875,22.55202725,9.42620875,5.8116475,7.654365,11.0
5687,F,1.3125,1.0,0.3125,18.653971,9.25611175,4.15320175,5.5281525,8.0
5688,M,1.125,0.875,0.2875,11.60912025,4.0539785,2.608154,3.8271825,9.0
5689,F,1.525,1.2125,0.375,32.13415825,15.46465225,7.41339425,8.9300925,9.0
5690,I,1.0,0.775,0.275,8.50485,3.40194,2.2963095,2.6932025,10.0
5691,F,1.3625,1.1,0.3625,26.29416125,12.26115875,5.7549485,7.087375,9.0
5692,F,1.6125,1.25,0.4125,32.16250775,14.5432935,7.654365,9.63883,12.0
5693,M,1.4375,1.125,0.4,32.31843,15.5071765,5.76912325,8.71747125,9.0
5694,M,1.375,1.075,0.3875,22.92057075,9.99319875,5.20213325,7.087375,8.0
5695,I,1.2375,0.9375,0.35,16.54193325,6.6054335,4.15320175,5.10291,8.0
5696,M,1.475,1.175,0.3625,31.19862475,15.762322,6.6054335,7.5126175,11.0
5697,I,1.1375,0.8875,0.35,12.14776075,5.896696,2.381358,3.5436875,8.0
5698,I,1.25,0.9625,0.3125,15.09610875,7.3992195,2.90582375,3.5436875,8.0
5699,I,1.0125,0.775,0.2625,9.19941275,3.912231,2.5798045,2.83495,7.0
5700,F,1.55,1.2,0.4,30.71668325,13.90542975,6.2652395,8.50485,10.0
5701,I,1.1125,0.825,0.2625,10.149121,4.2807745,2.381358,3.3168915,9.0
5702,M,1.6,1.2375,0.425,34.5580405,15.989118,8.164656,9.7805775,11.0
5703,M,1.15,0.9375,0.2875,13.0124205,5.4147545,2.50893075,4.252425,8.0
5704,F,1.5125,1.1875,0.375,31.467945,14.86931275,6.690482,8.68912175,13.0
5705,I,1.0375,0.8125,0.25,9.14271375,4.139027,1.97029025,2.26796,7.0
5706,M,1.3125,1.0625,0.3875,21.772416,7.7961125,5.11708475,7.5126175,13.0
5707,M,1.575,1.25,0.375,36.61337925,16.045817,8.03708325,8.97261675,11.0
5708,M,1.6375,1.3125,0.45,38.782116,16.386011,8.391452,11.4815475,11.0
5709,F,1.4,1.0875,0.3875,22.92057075,9.4970825,5.839997,7.087375,13.0
5710,I,1.1875,0.8875,0.275,11.1413535,5.40057975,2.48058125,3.5436875,8.0
5711,M,1.4,1.125,0.3625,25.1460065,11.4248485,5.14543425,7.5126175,9.0
5712,I,1.175,0.8625,0.2625,12.94154675,5.443104,2.608154,3.685435,7.0
5713,M,1.375,1.0625,0.325,22.69377475,9.68135425,4.649318,5.896696,8.0
5714,F,1.475,1.1375,0.425,31.581343,13.53688625,6.87475375,8.6465975,10.0
5715,I,1.0625,0.7875,0.2625,10.19164525,4.12485225,1.80019325,2.9766975,7.0
5716,I,0.7,0.525,0.175,2.608154,1.1056305,0.56699,0.850485,6.0
5717,M,1.175,0.875,0.3125,15.422128,7.24329725,3.24601775,3.96893,9.0
5718,F,1.575,1.25,0.4375,35.777069,14.968536,7.01650125,11.056305,10.0
5719,M,1.675,1.3,0.4875,37.137845,17.08057375,8.46232575,8.9867915,10.0
5720,F,1.2125,0.95,0.3375,15.35125425,6.16601625,3.2601925,4.819415,9.0
5721,F,1.475,1.1625,0.3375,25.86891875,10.5176645,6.2085405,7.654365,10.0
5722,M,1.45,1.15,0.4375,27.37144225,14.118051,6.010094,7.087375,10.0
5723,I,0.7875,0.625,0.175,3.515338,1.587572,0.69456275,1.13398,7.0
5724,I,1.1375,0.8125,0.275,16.9813505,8.40562675,3.27436725,3.40194,7.0
5725,M,1.325,1.05,0.325,21.829115,10.4609655,4.7343665,5.2446575,15.0
5726,F,1.6375,1.2875,0.4875,37.98833,15.705623,9.07184,11.1980525,11.0
5727,I,1.125,0.8625,0.25,12.51630425,5.0745605,2.65067825,3.685435,8.0
5728,I,1.1,0.8125,0.2875,10.33339275,4.5075705,2.33883375,2.9766975,8.0
5729,F,1.15,0.9125,0.3125,13.267566,5.74077375,3.061746,4.479221,8.0
5730,I,0.6625,0.5,0.175,2.99087225,1.17650425,0.4819415,0.850485,5.0
5731,F,1.375,1.0625,0.325,23.756881,11.793392,5.10291,4.9611625,8.0
5732,M,1.425,1.0625,0.375,24.62154075,10.70193625,5.783298,6.3219385,8.0
5733,I,1.0875,0.8625,0.2625,11.77921725,4.35164825,2.67902775,3.38776525,7.0
5734,M,1.6,1.2625,0.4625,37.57726225,12.60135275,8.34892775,12.757275,12.0
5735,M,1.575,1.3125,0.4375,36.230661,14.35902175,8.164656,10.489315,10.0
5736,M,1.3875,1.05,0.375,24.87668625,10.78698475,5.386405,6.23689,13.0
5737,F,1.375,1.075,0.375,23.88445375,10.375917,4.819415,7.087375,9.0
5738,M,1.4375,1.125,0.4125,29.7386255,12.37455675,5.82582225,7.087375,9.0
5739,F,1.375,1.0625,0.3125,24.720764,10.02154825,6.350288,5.8116475,9.0
5740,I,1.125,0.875,0.275,12.54465375,5.1312595,3.81300775,3.86970675,9.0
5741,I,0.8375,0.6125,0.1875,4.422522,1.70097,1.1056305,1.417475,6.0
5742,F,1.425,1.15,0.375,31.19862475,14.04717725,7.52679225,8.6465975,10.0
5743,I,0.9625,0.725,0.225,7.18659825,3.96893,1.8427175,2.1829115,6.0
5744,I,0.85,0.6625,0.25,5.03203625,2.551455,1.14815475,1.5592225,9.0
5745,I,0.8125,0.5875,0.175,4.6209685,1.74349425,0.9355335,1.360776,5.0
5746,F,1.3,1.0,0.325,18.4555245,7.83863675,3.72795925,5.386405,8.0
5747,M,1.6125,1.2,0.375,31.18445,13.5794105,7.10154975,8.54737425,11.0
5748,I,1.4,1.1125,0.375,26.138239,12.246984,6.80388,7.5126175,11.0
5749,M,1.6375,1.25,0.4375,35.096681,15.54970075,8.4198015,10.3475675,11.0
5750,F,1.55,1.25,0.3875,32.16250775,13.82038125,6.3219385,8.77417025,12.0
5751,I,0.8375,0.65,0.2,5.31553125,2.438057,1.190679,1.644271,6.0
5752,F,1.1,0.8625,0.3,10.41844125,4.7343665,2.56562975,3.40194,9.0
5753,M,1.325,1.075,0.375,24.0687255,8.391452,5.3580555,9.07184,11.0
5754,M,1.7,1.3,0.4875,45.756093,19.06503875,10.92873225,13.60776,9.0
5755,M,1.4875,1.15,0.375,27.839209,13.11164375,5.8116475,7.37087,10.0
5756,F,1.15,0.875,0.3375,15.2236815,5.74077375,3.01922175,4.9611625,9.0
5757,M,1.5375,1.2375,0.3875,33.395711,15.03940975,7.3992195,9.752228,10.0
5758,F,1.45,1.0875,0.4,28.64716975,12.0485375,6.1518415,6.87475375,9.0
5759,F,1.4875,1.1875,0.425,29.49765475,12.8423235,6.25106475,8.50485,10.0
5760,I,1.4125,1.025,0.325,23.09066775,6.917278,5.046211,6.6621325,11.0
5761,M,1.6875,1.4625,0.4625,47.7689075,21.67319275,10.9712565,11.90679,11.0
5762,M,1.375,1.0375,0.3625,21.659018,8.32057825,4.479221,7.37087,10.0
5763,I,0.6375,0.475,0.1625,2.26796,0.97805775,0.396893,0.7087375,5.0
5764,I,0.5875,0.525,0.125,1.82854275,0.60951425,0.5386405,0.56699,4.0
5765,M,1.4875,1.175,0.45,29.199985,14.288148,5.59902625,8.1363065,10.0
5766,M,1.7375,1.375,0.5125,51.2275465,18.75319425,9.68135425,14.3164975,14.0
5767,M,1.5125,1.175,0.425,31.694741,14.4298955,7.257472,8.66077225,12.0
5768,F,1.6625,1.2875,0.4375,35.25260325,13.79203175,8.77417025,10.77281,15.0
5769,I,0.6875,0.5,0.175,2.721552,1.14815475,0.58116475,0.850485,6.0
5770,F,1.3375,1.0,0.3875,21.55979475,7.35669525,4.309124,7.37087,10.0
5771,F,1.625,1.25,0.45,39.179009,17.08057375,9.015141,10.489315,11.0
5772,F,1.4,1.0875,0.3875,28.8314415,14.35902175,5.93922025,7.7961125,10.0
5773,I,0.9375,0.675,0.2125,5.34388075,2.67902775,1.190679,1.7293195,6.0
5774,I,1.375,1.1,0.3125,21.659018,11.4248485,4.025629,5.0178615,9.0
5775,F,1.4,1.0875,0.3375,25.287754,12.06271225,4.91863825,7.087375,9.0
5776,M,1.4125,1.1,0.3375,23.7852305,9.62465525,4.0539785,6.180191,9.0
5777,M,1.8125,1.4375,0.5375,59.53395,28.22192725,13.60776,14.74174,11.0
5778,I,0.9625,0.7625,0.225,9.73805325,4.025629,2.11203775,2.83495,7.0
5779,F,1.325,1.1,0.375,24.81998725,11.97766375,5.65572525,5.2446575,9.0
5780,I,1.125,0.875,0.325,13.551061,5.896696,2.9766975,4.53592,9.0
5781,M,1.6125,1.225,0.4125,35.210079,16.0174675,8.561549,9.2135875,9.0
5782,I,0.875,0.675,0.2,5.3013565,2.211261,1.09145575,1.8427175,5.0
5783,M,1.6125,1.2875,0.475,39.7743485,16.44271,7.9662095,13.324265,11.0
5784,M,1.45,1.1,0.375,27.499015,10.21999475,5.06038575,8.50485,10.0
5785,I,0.9625,0.7625,0.2375,7.49844275,2.721552,1.9561155,2.551455,7.0
5786,F,1.4625,1.1625,0.4,28.64716975,12.20445975,6.36446275,8.0796075,10.0
5787,I,0.8625,0.6375,0.2125,5.06038575,2.3530085,1.03475675,1.5592225,6.0
5788,I,1.1,0.8375,0.2625,11.8217415,6.8322295,2.08368825,3.118445,7.0
5789,I,1.4125,1.1375,0.3375,24.76328825,10.4609655,5.62737575,7.37087,11.0
5790,M,1.375,1.075,0.3625,21.999212,9.76640275,5.3013565,6.80388,8.0
5791,F,1.675,1.275,0.375,51.29842025,19.94387325,11.38232425,11.15552825,11.0
5792,M,1.3875,0.9625,0.2875,18.75319425,8.09378225,3.78465825,5.953395,9.0
5793,M,1.3875,1.0625,0.4,34.3312445,15.37960375,6.8322295,8.6465975,9.0
5794,I,1.15,0.8625,0.275,10.64523725,4.9611625,2.14038725,3.5436875,8.0
5795,M,1.7375,1.375,0.525,49.34230475,23.91280325,9.015141,16.59863225,12.0
5796,I,0.525,0.375,0.1125,1.020582,0.35436875,0.226796,0.2551455,4.0
5797,I,1.025,0.75,0.25,7.98038425,3.55786225,1.6159215,2.551455,7.0
5798,F,1.575,1.25,0.4375,33.962701,13.1825175,7.427569,9.4970825,19.0
5799,M,1.4125,1.1625,0.475,31.127751,11.1413535,6.19436575,8.3631025,15.0
5800,M,1.5875,1.275,0.4375,35.550273,16.48523425,7.66853975,10.8011595,11.0
5801,M,1.525,1.1625,0.3875,32.89959475,15.46465225,7.52679225,8.3631025,11.0
5802,F,1.3125,1.0,0.3125,19.107563,8.17883075,4.819415,5.2446575,12.0
5803,I,0.8875,0.6625,0.2125,7.44174375,2.65067825,1.48834875,2.4097075,6.0
5804,F,1.275,0.9875,0.3625,21.772416,9.298636,4.63514325,7.2291225,9.0
5805,M,1.5875,1.2875,0.4,38.76794125,17.61921425,8.83086925,11.056305,10.0
5806,M,1.4625,1.1625,0.375,24.323871,11.0846545,4.72019175,8.3631025,8.0
5807,M,1.65,1.375,0.4625,41.560367,16.4710595,7.55514175,12.47378,11.0
5808,M,1.5625,1.3125,0.45,41.40444475,19.03668925,8.29222875,9.07184,10.0
5809,M,1.55,1.2,0.375,36.4291075,17.27902025,8.0796075,8.6465975,9.0
5810,I,1.2125,0.925,0.275,13.1258185,5.91087075,2.62232875,4.1106775,7.0
5811,F,1.4375,1.0875,0.3625,26.1098895,10.6877615,5.046211,7.7961125,10.0
5812,F,1.7125,1.3,0.4625,43.1762885,17.463292,10.2341695,15.6772735,22.0
5813,F,1.4125,1.1,0.45,25.33027825,11.15552825,6.05261825,6.87475375,23.0
5814,F,1.525,1.175,0.4625,31.581343,12.82814875,7.994559,9.2135875,15.0
5815,F,1.425,1.125,0.4,25.33027825,9.51125725,4.025629,8.221355,9.0
5816,I,0.5875,0.4375,0.1,1.77184375,0.77961125,0.35436875,0.52446575,7.0
5817,I,0.95,0.7,0.2,7.2858215,3.118445,1.7293195,1.7293195,7.0
5818,F,1.55,1.275,0.4125,36.35823375,13.53688625,8.29222875,11.4815475,18.0
5819,F,1.5,1.1875,0.4,31.42542075,13.1825175,6.633783,8.9300925,10.0
5820,M,1.6125,1.275,0.45,35.890467,16.23008875,9.128539,10.0640725,10.0
5821,F,1.4875,1.1875,0.3875,29.8520235,12.43125575,5.613201,10.942907,11.0
5822,F,1.7,1.3,0.4375,44.22522,20.9502805,10.36174225,11.1980525,10.0
5823,M,1.55,1.1625,0.4,35.19590425,13.9196045,8.68912175,10.20582,13.0
5824,M,1.875,1.3125,0.4875,53.08443875,25.78387025,13.380964,15.6772735,9.0
5825,M,1.5625,1.225,0.425,35.777069,15.77649675,7.27164675,10.3475675,11.0
5826,I,0.7375,0.5375,0.1625,3.24601775,1.28990225,0.66621325,1.13398,9.0
5827,M,1.5125,1.2,0.375,32.89959475,14.69921575,6.90310325,9.355335,10.0
5828,M,1.6375,1.275,0.45,37.194544,14.18892475,10.87203325,11.056305,10.0
5829,I,1.075,0.775,0.25,10.0640725,5.3580555,1.97029025,2.324659,7.0
5830,I,1.475,1.125,0.3875,29.9654215,12.927372,4.8477645,7.5126175,8.0
5831,M,1.0875,0.8625,0.325,11.35397475,3.912231,1.984465,4.35164825,13.0
5832,I,1.3625,1.1,0.3,23.88445375,10.44679075,4.91863825,6.80388,12.0
5833,M,1.45,1.125,0.35,23.11901725,11.15552825,4.6209685,6.80388,11.0
5834,I,0.4625,0.3375,0.1,0.7654365,0.2551455,0.1417475,0.2551455,5.0
5835,M,1.5,1.1625,0.425,32.998818,13.99047825,7.314171,10.0640725,13.0
5836,M,1.1875,0.875,0.275,15.7906715,6.67630725,3.0333965,4.9611625,8.0
5837,I,0.925,0.7125,0.225,7.1724235,3.118445,1.9561155,2.154562,8.0
5838,I,1.2625,1.0,0.2875,16.17338975,7.78193775,3.345241,4.53592,7.0
5839,F,1.475,1.1375,0.3375,27.76833525,13.4660125,4.94698775,7.7961125,8.0
5840,M,1.675,1.3375,0.4625,45.3592,17.90270925,8.561549,12.0485375,12.0
5841,I,1.0125,0.7625,0.225,9.8939755,4.12485225,1.85689225,2.4097075,7.0
5842,F,1.5375,1.175,0.4125,32.4601775,13.664459,5.8116475,8.788345,11.0
5843,F,1.7,1.3125,0.5,43.47395825,15.77649675,8.09378225,11.3398,15.0
5844,I,1.2125,0.975,0.3125,15.35125425,6.10931725,3.7137845,4.422522,8.0
5845,M,1.575,1.225,0.3875,35.3518265,15.77649675,6.98815175,9.7805775,11.0
5846,M,0.8125,0.625,0.2125,5.443104,2.2396105,0.963883,1.5025235,6.0
5847,F,1.3625,1.0625,0.3125,20.28406725,9.99319875,4.6209685,5.2446575,8.0
5848,F,1.7375,1.4125,0.5125,52.34735175,22.69377475,11.7083435,13.1825175,10.0
5849,M,1.55,1.175,0.375,33.12639075,13.65028425,7.200773,8.788345,9.0
5850,I,1.025,0.8125,0.2875,10.95708175,4.32329875,1.8994165,3.118445,7.0
5851,M,1.3125,1.075,0.3125,24.56484175,12.7289255,4.91863825,5.5281525,9.0
5852,I,1.1625,0.9,0.275,12.927372,5.57067675,2.8066005,3.40194,8.0
5853,I,1.175,0.9125,0.3,15.2236815,6.16601625,3.33106625,3.78465825,8.0
5854,F,1.5375,1.225,0.425,37.7331845,16.40018575,8.6465975,8.9300925,11.0
5855,F,1.1,0.9,0.25,12.60135275,5.8116475,2.608154,3.685435,7.0
5856,M,1.5125,1.225,0.45,33.86347775,13.25339125,6.56290925,11.623295,16.0
5857,M,1.5375,1.1875,0.3875,31.18445,13.99047825,6.30776375,8.3631025,10.0
5858,I,0.6375,0.475,0.1625,2.9766975,1.20485375,0.396893,0.7087375,6.0
5859,F,1.4125,1.1,0.375,28.3495,10.50348975,6.747181,8.9300925,10.0
5860,I,1.45,1.125,0.3875,29.7386255,15.422128,6.5487345,7.087375,11.0
5861,I,1.1625,0.875,0.275,11.5382465,5.82582225,2.778251,3.685435,7.0
5862,M,1.375,1.0625,0.375,21.9708625,8.561549,5.953395,7.2291225,9.0
5863,M,1.5625,1.2125,0.375,35.0116325,17.08057375,6.67630725,8.221355,12.0
5864,I,1.0125,0.7875,0.225,9.07184,4.2807745,2.05533875,2.1262125,7.0
5865,I,0.9,0.6875,0.275,6.0384435,2.721552,1.31825175,2.1262125,6.0
5866,M,1.125,0.875,0.3,11.509897,4.60679375,2.65067825,3.8271825,7.0
5867,M,1.85,1.3875,0.5,59.53395,22.69377475,14.5432935,18.11261,20.0
